,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
230,150,"Sats Frederiksberg falcones Absurd bad service is the first...Absurd Bad customer service and lack of empathy service is the first sentence that I choose to start this review withAfter noon for Wednesday I get to meet someone who doesn't say hello or have a good day, she's busy talking to her colleague. But I've been noticed when I get full after into changing, where an employee is walking around and looking, I think is so bad style and not least incredibly bad service.The music so loud that even with earphones you can't hear anything else a noise and bad music!",344f1158-Bogdan.csv,-1.0,,-1.0,,,sats freder,Bogdan,Sats Frederiksberg falkoner Absurd…,1.0,sats fr,165.0
231,156,"Current 40% student discount should have been added to already student members, too badly made by you.",344f1158-Bogdan.csv,-1.0,,-1.0,,,current 40%,Bogdan,Nuværende 40% studierabat burde være…,1.0,current,171.0
232,160,It is always a pleasure - for body and soul - to participate in Janicke's hours on Wednesdays. You feel SO well afterwards.,344f1158-Bogdan.csv,1.0,,1.0,,,it is alway,Bogdan,Det er altid en fornøjelse,5.0,it is a,175.0
233,170,"Sats are both and.On the positive side are equipped well and new and there is plenty of space between machines and benches, and the staff are always smiling and friendly.On the negative side. Take headphones with you. SATS insists on playing infinite monotonous counters cover very high, so if you're not in the mood for the sound of high school celebration, bring your own music with you.And it draws a lot in most centers and in all spinnigsals, then bring a jacket to your training",344f1158-Bogdan.csv,1.0,1.0,1.0,,,sats are bo,Bogdan,SATS er både og.,3.0,sats ar,185.0
234,174,"Fucking dirty centers, poor quality of machines and farmer-catching subscription system. Prefers at any time PureGym. Here the prices are cheaper, being taken better care of the cleaning, one hardly finds that the same machine is defective twice in a week and even with an all-inclusive membership that involves one free product from the refrigerating machine every day, PureGym is still cheaper",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,fucking dir,Bogdan,Nej tak til sats,1.0,fucking,189.0
235,193,"This review is valid for SATS Falkones at Frederiksberg.There are too many trainers in outdoor shoes and who don't change at all, and if they do, they don't do it in the dressing room, but in the training room, or in the halls for team training. It makes the floor dirty, and it's a little sad when you get yourself into clean indoor shoes. There are also some lockers in the lockers where the doors are pulled off. They have been for months, therefore it would be nice to have them put back on again.There is either no air conditioning in the first part of the center, where machines are trained, or also it doesn't work.The music in the center is often Ganta rap, or hip hop. Thinking more that you should try much music that goes to a wider audience. The group of young people who hear that kind of music doesn't already have earphones in their ears, so they don't hear it ",344f1158-Bogdan.csv,-1.0,,-1.0,-1.0,,this review,Bogdan,SATS Falkoner.,2.0,this re,208.0
236,202,"Have now trained regularly in SATS Birkerød for about 4 months. Sweet, welcoming, helpful employees. Good trainers. Has become completely dependent on their bike team. Many different teams. Clean, delicious and good atmosphere. Space for all kinds of people.",344f1158-Bogdan.csv,1.0,1.0,1.0,1.0,,have now tr,Bogdan,Plads til alle i Birkerød,5.0,have no,217.0
237,203,Always nice to get past SATS in Frederikssund.,344f1158-Bogdan.csv,1.0,,,,,always nice,Bogdan,Altid dejligt at komme forbi SATS i…,5.0,always ,218.0
238,222,"Big gym with everything what you need. Between 8-11 in the morning, gym is almost empty, which is nice. Have separate small room for doing floor exercises without being seen",344f1158-Bogdan.csv,1.0,1.0,,,,big gym wit,Bogdan,PureGym Odense,5.0,big gym,16.0
239,225,Tidy and has everything you need,344f1158-Bogdan.csv,1.0,,,1.0,,tidy and ha,Bogdan,PureGym Odense,4.0,tidy an,19.0
240,227,"Every thing nice except toilets... discussing, all the time smell and look like sh**. I understand people sweat (including me) at gym and that don’t bother me. This toilets beg for ventilation!!!",344f1158-Bogdan.csv,0.0,,,-1.0,,every thing,Bogdan,PureGym Odense,2.0,every t,21.0
241,228,"The center at Dannebrosgade made my subscription go from 99 kr, to 259 kr. An increase of 161% the price.

They try to buy every succesfull center in Odense, to dominate the market, and then it becomes worse from there.

They also have Urban Gym which started at 99 kr, but is now 119 kr or something, even though they said they would not raise the price in the beginning.",344f1158-Bogdan.csv,-1.0,,,,,the center ,Bogdan,PureGym Odense,1.0,the cen,22.0
242,232,"Very bad fitness centre,  old treadmills, majority of them shake badly as there's an earthquake.
Weighing machine is out of order since months.
Congested and unhygienic equipment placement.
Not recommended at all, better look somewhere else :(",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,very bad fi,Bogdan,PureGym Odense,1.0,very ba,26.0
243,233,"It's a great gym. The place is clean and the staff are nice and helpful. There is a nice selection of machines and other equipment, and everything is in working order except for on rare occasions.
All in all I am happy that I chose this gym and I will keep coming here for a while.",344f1158-Bogdan.csv,1.0,1.0,1.0,1.0,,it's a grea,Bogdan,PureGym Odense,5.0,it's a ,27.0
244,235,It's a small but great center. The staff is friendly and nice. I have been at this center for over one year.,344f1158-Bogdan.csv,1.0,,1.0,,,it's a smal,Bogdan,PureGym Odense,5.0,it's a ,29.0
245,238,"We were, as so many times before, over and training on Sunday 12 March. It was a short pleasure, however, as it was cold and the fans were running at full blast. We chose to drive home and spend Sunday at home rather than get sick in the process.",344f1158-Bogdan.csv,0.0,,,,,"we were, as",Bogdan,PureGym Odense,2.0,we were,32.0
246,242,"Bit crowded in the afternoon, but this always happens when starting the new year",344f1158-Bogdan.csv,0.0,,,,-1.0,bit crowded,Bogdan,PureGym Odense,3.0,bit cro,36.0
247,246,"I was a very very busy member approximately 7/8 years ago 👍👍 Now I am better and I’m back to probably one of the best gyms I know of ( I’ve been to gyms in Austria, Spain and Germany ) it’s primarily always down to the standard of the machines and the openness, helpfulness,friendliness of the staff 👏👏👏 take a bow 👌👍The personal may have changed from years ago but the “standard” has not 👌",344f1158-Bogdan.csv,1.0,1.0,1.0,,,i was a ver,Bogdan,PureGym Odense,5.0,i was a,40.0
248,247,"Train here every other day, and it's an amazing place, with nice staff. However the all in membership vending machine is broken.",344f1158-Bogdan.csv,1.0,1.0,1.0,,,train here ,Bogdan,PureGym Odense,4.0,train h,41.0
249,250,"Sport is wonderful. I recommend it without any pretentiousness or show-off, just come and do a workout. Everything is there.",344f1158-Bogdan.csv,1.0,,,,,sport is wo,Bogdan,PureGym Odense,5.0,sport i,44.0
250,252,Good gym for good people.,344f1158-Bogdan.csv,1.0,,,,,good gym fo,Bogdan,SATS gym in Aalborg,5.0,good gy,46.0
251,256,"Just a very bad gym. Staff don’t really care, don’t blame them tbh it’s miserable in here. All-in deal is bad value. Lots of equipment but the space is pretty sad and windowless",344f1158-Bogdan.csv,0.0,1.0,-1.0,,,just a very,Bogdan,PureGym Copenhagen,2.0,just a ,50.0
252,258,"In a huge gym there is only one hair dryer and it’s not working. I asked the staff to fix it one week ago and they told me they will replace it immediately. Today still the same problem and it’s even dangerous as the wire is open. I told the staff guy that I suffered from sinusitis and have to blow my long hair. I even asked him to give me the one in the women’s changing room for few minutes. He said the hair dryer is fixed. When I asked him how is it possible that in such a huge gym there is no other hair dryer, he told me that they didn’t bring the new hair dryer yet and there is no other one. Unacceptable.",344f1158-Bogdan.csv,-1.0,-1.0,,,,in a huge g,Bogdan,PureGym Copenhagen,1.0,in a hu,52.0
253,259,"It's a great gym with basically everything you could want or need, there is access to lockers both in the dressing rooms and when you enter the center. You enter using a card or bracelet, which is great since it's open 24/7. The only bad thing is that some of the members, don't put their plates and dumbbells back where they belong.",344f1158-Bogdan.csv,0.0,1.0,,-1.0,,it's a grea,Bogdan,PureGym Copenhagen,5.0,it's a ,53.0
254,266,"If it possible to give 0 star a will, i cancel my membership and tell the staff in the gym that i gonna move to another city, the say ok but the money for February we cannot give it to you back(i train 1 time in February), i say ok just cancel me member the say ok, now 01.03.2023 the received from my card again 239 for nothing!!, i’am in another city i cant go to the gym and they still received from my card money, stupid rules and the manager who say to me in February you will not pay anymore is lier. I will never ever update my membership again in your gym, (take my money for nothing).",344f1158-Bogdan.csv,-1.0,,-1.0,,,if it possi,Bogdan,PureGym Copenhagen,1.0,if it p,60.0
255,269,"Attention! I have noticed some screws missing in the locks of the locker room (males). This allows the door to be opened even with a lock. Always choose a locker with screws as the screws cannot be removed with a lock on. Also, booking system is problematic.",344f1158-Bogdan.csv,-1.0,-1.0,,,,attention! ,Bogdan,PureGym Copenhagen,1.0,attenti,63.0
256,270,It’s clean and well equipped.,344f1158-Bogdan.csv,1.0,1.0,,1.0,,it’s clean ,Bogdan,PureGym Copenhagen,5.0,it’s cl,64.0
257,344,Good,344f1158-Bogdan.csv,1.0,,,,,good,Bogdan,PureGym Copenhagen,4.0,good,138.0
258,356,"Amazing gym very large with everything you could possibly need! A seperate section for each body part I.e. legs, chest etc. Also includes a sauna and showers but never used it but from what I saw looks great!",344f1158-Bogdan.csv,1.0,1.0,,,,amazing gym,Bogdan,SATS gym in Copenhagen,5.0,amazing,150.0
259,357,"This gym has seen better days. Devices are old, often broken or make squeaking noises. Steam sauna closed down permanently. Regular sauna and showers are broken since weeks. Not worth the high fees. You find better gyms in Copenhagen for half of the price.",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,this gym ha,Bogdan,SATS gym in Copenhagen,1.0,this gy,151.0
260,359,An excellent location Gym few minutes walk to the main city street. The gym is located in the ground level and has complete running facilities and gym equipment for power lifting and bodybuilding.,344f1158-Bogdan.csv,1.0,1.0,,,1.0,an excellen,Bogdan,SATS gym in Copenhagen,4.0,an exce,153.0
261,360,Good gym with everything you can think of. Equipment nearing a need of refresh and staff nowhere to be found. But can do proper training here,344f1158-Bogdan.csv,0.0,1.0,-1.0,,,good gym wi,Bogdan,SATS gym in Copenhagen,3.0,good gy,154.0
262,367,"Sauna 😊 Could be slightly warmer, but better than municipal swimming halls' saunas.
Good machines and nice personnel. In quiet times, this is definitely a place to train. Sometimes, when it's busy, some queueing time for machines, but hasn't been too bad during the month I have been using the gym.
Free entry included in room price for Radisson Hotel guests.",344f1158-Bogdan.csv,1.0,1.0,1.0,,,sauna 😊 cou,Bogdan,SATS gym in Copenhagen,4.0,sauna 😊,161.0
263,371,"I worked out here for a few days while passing through. The day pass cost is higher than surrounding gyms, but it is on par with other cities. The facilities are a little old, but the equipment appears to be maintained well. There are plenty of racks, bumper plates, KBs, and dumbbells. The cable circuit machines are separated from the weight room, which is nice. Trainers did not overwhelm equipment or crowd people out. Opens early so you can get done and go to work.",344f1158-Bogdan.csv,1.0,1.0,,1.0,,i worked ou,Bogdan,SATS gym in Copenhagen,4.0,i worke,165.0
264,374,"Quite small, so you often have to wait in a queue in order to use the equipment. The machines are placed so close to each other that there are barely any space to walk around them. Rather worn down as well, especially in the locker rooms, where many lockers are broken. Not worth the price.",344f1158-Bogdan.csv,-1.0,-1.0,,,,quite small,Bogdan,SATS gym in Copenhagen,2.0,quite s,168.0
265,376,"Good gym at a great location. Friendly staff. Unfortunately Danes do not know gym etiquette: all weights are left on barbells. That's a big minus, but not fully FitnessDK's fault.",344f1158-Bogdan.csv,1.0,,1.0,,1.0,good gym at,Bogdan,SATS gym in Copenhagen,4.0,good gy,170.0
266,378,"Great friendly, helpful  staff. Spacious training areas…Air conditioning would be nice in summer !!!",344f1158-Bogdan.csv,1.0,1.0,1.0,,,great frien,Bogdan,SATS gym in Copenhagen,4.0,great f,172.0
267,379,Why do you have so few group classes comparing to other Sats places? Its unfair,344f1158-Bogdan.csv,-1.0,,,,,why do you ,Bogdan,SATS gym in Copenhagen,2.0,why do ,173.0
268,380,Pretty large gym. Large section for CrossFit-type training and even larger section with machines.,344f1158-Bogdan.csv,1.0,1.0,,,,pretty larg,Bogdan,SATS gym in Copenhagen,4.0,pretty ,174.0
269,383,"Really nice atmosphere. There is a good space for stretching after a work out. Well lit and with lots of natural light through the windows. The staff always say hello and thanks for training when you enter and leave. The changing rooms with sauna and steam room are awesưel.
The classes help me so much! Training in group is such a great time, push you to complete the tasks and achieve your training goals.
Especially, love the yoga class and the room as well",344f1158-Bogdan.csv,1.0,1.0,1.0,,,really nice,Bogdan,SATS gym in Copenhagen,5.0,really ,177.0
270,385,"UPDATE: I adjusted my rating because I have had a couple of rude encounters with the staff members. The young guys and girls at the counter really need to be taught how to provide good customer service because their condesending attitude is not affecting the outlook of the gym in a positive way...
------
Pretty decent gym, still missing some basic equipment here and there, but overal it’s a quite okay gym. Some problems I have with this facility:

- Only having one leg extension machine
- No proper pull-up bars with the possibility to do different grips
- Overall, too small free weight section that 9/10 times reeks of testosterone. Literally. It stinks.
- Don’t bother going on weekdays between 16:30/19:00, then your workout will last more than twice as long because of the amount of waiting on equipment and machines.
- The music in the downstairs area is way too loud most of the times. If there was a boxing class going on, fair enough, but that’s usually not the case.
- Classes that take place (and they do a lot) on the rubber matting downstairs take up a lot of space, time and equipment. I make the effort avoiding going to the gym around those times because there won’t be any equipment left to use.

Good things:
- Loads of space compared to other gyms
- Has equipment that regular (cheaper) gyms don’t have > think more CrossFit minded gym set-up
- Enough squat racks (on quiet moments of the day)
- Eleiko weight plates, we like that
- Both mens and womens barbells
- Centrally located
- People training here are more professionally minded, keep to themselves and don’t bother others > the mindset and vibe in this gym is very pleasant.

But other than that it has everything you need and it’s okay priced when you’re a student just visiting this facility. Otherwise, I would probably find a different gym.",344f1158-Bogdan.csv,0.0,1.0,,,-1.0,update: i a,Bogdan,SATS gym in Copenhagen,1.0,update:,179.0
271,386,"Large and spacious center with lots of equipment, however a lot of people go here so it is always crowded. Good for treadmills and such, not the best for weight training as they are either missing or occupied.",344f1158-Bogdan.csv,0.0,1.0,,,-1.0,large and s,Bogdan,SATS gym in Copenhagen,3.0,large a,180.0
272,394,"The facilities are very good,the stuff is ok,  but the lack of air conditioning at the cardio floor makes it a disgusting sweaty sauna. There are a couple of fans but it's impossible to work out for more than 30 min without feeling you gonna pass out. When the sun hits the glass roof doesn't make it any easier",344f1158-Bogdan.csv,0.0,1.0,1.0,,-1.0,the facilit,Bogdan,SATS gym in Copenhagen,3.0,the fac,188.0
273,402,"If you are looking for the worst gym in Copenhagen, you will find it here.

bad service, and if you are going to train with your partner or friends who know something more than you in the world of fitness
some of the staff will feel threatened to the point of rudely interrupting your training to tell you that you can't do PT in the gym.

It is unfortunate that they focus their job in ruin your experience.

I think I haven’t seen such a bad gym in any part of the world. They doesn’t focus in the client experience at any point. They just take your money and give you bad quality.",344f1158-Bogdan.csv,-1.0,,-1.0,,,if you are ,Bogdan,SATS gym in Copenhagen,1.0,if you ,196.0
274,410,Its a good facilty with 2 floors for working out. All of the staff members are nice and always greet me and tell me goodbye when i leave. Not giving 5 stars because the mens toilet always smells bad. Not counting that a solid 4 stars,344f1158-Bogdan.csv,0.0,,1.0,-1.0,,its a good ,Bogdan,SATS gym in Copenhagen,4.0,its a g,204.0
275,415,"Poor service for the price, but its the same with most gyms in copenhagen. Standard equipment, short opening times, very small facility and lack of good hygiene. Membership is way to complicated and overpriced.
Staff is usually nice and its not crowded.",344f1158-Bogdan.csv,0.0,-1.0,1.0,-1.0,,poor servic,Bogdan,SATS gym in Copenhagen,2.0,poor se,209.0
276,417,"The pictures of the gym must be atleast 10+ old, because the place looks nothing like that. Alot of old equipment, areas that looks like a storage room. Seems like the owner just doesn't care about the state of the place.",344f1158-Bogdan.csv,-1.0,-1.0,,,-1.0,the picture,Bogdan,SATS gym in Copenhagen,1.0,the pic,211.0
277,420,"Old equipment that seems dirty but probably just used,  small lockers, average service. Way below average in general.",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,old equipme,Bogdan,SATS gym in Copenhagen,2.0,old equ,214.0
278,429,Some of the equipment is old and the facilities could be a lot cleaner. The atmosphere is relaxed though.,344f1158-Bogdan.csv,0.0,-1.0,,-1.0,,some of the,Bogdan,SATS gym in Copenhagen,3.0,some of,223.0
279,432,Best workout center,344f1158-Bogdan.csv,1.0,,,,,best workou,Bogdan,SATS gym in Copenhagen,5.0,best wo,226.0
280,436,"Great fitness centre with nice new facilities. Only downside is the 2 hour limit on the free parking and a limit number of immediate parking spaces. It is usually not a problem.
Good thing I'm reviewing the entire fitness centre and not just giving 1 star because I couldn't figure out the parking facilities like some reviews ;-)",344f1158-Bogdan.csv,1.0,1.0,,,,great fitne,Bogdan,SATS gym in Copenhagen,4.0,great f,230.0
281,450,"Best gym I’ve ever went to. Very friendly staff, fully equiped with everything and a great Schwarzi painting.
Ideally located with a fair day pass for travelers. 5/5",344f1158-Bogdan.csv,1.0,1.0,1.0,,1.0,best gym i’,Bogdan,gyms in Copenhagen,5.0,best gy,244.0
282,471,I really enjoyed running and exercise here in this beautiful environment with the lake.,344f1158-Bogdan.csv,1.0,,,,,i really en,Bogdan,gyms in Copenhagen,5.0,i reall,265.0
283,472,Gym for kids.,344f1158-Bogdan.csv,1.0,,,,,gym for kid,Bogdan,gyms in Copenhagen,3.0,gym for,266.0
284,473,Very cool after the walk with outdoor training,344f1158-Bogdan.csv,1.0,,,,,very cool a,Bogdan,gyms in Copenhagen,5.0,very co,267.0
285,474,"3 small training sites. Fine.
Nothing worth seeing.",344f1158-Bogdan.csv,1.0,,,,,3 small tra,Bogdan,gyms in Copenhagen,5.0,3 small,268.0
286,475,"Super cool training, skilled physiotherapist and good atmosphere 💪",344f1158-Bogdan.csv,1.0,,1.0,,,super cool ,Bogdan,gyms in Copenhagen,5.0,super c,269.0
287,476,"Super convenient place as it is in the middle of Nørrebro. The place is a little rusty but it has all needed for exercising and more. Also Arca has many different places all around the city so if you are thinking about starting to do some exercises and taking care of your health, I recommend you to check it out. Trainers are nice and well versed and will guide you through each exercise and movement. Also, they often can take the class in English if you ask. Good fitness journey.",344f1158-Bogdan.csv,1.0,,1.0,,1.0,super conve,Bogdan,gyms in Copenhagen,4.0,super c,270.0
288,477,"Be careful with the membership disclaimer, they like to take advantage and collect money scamming you. I didn't use the facilities for 6 months because of health issues [among other things], and they  sent me a letter and charged me KR 1,109. Horrible experience for me, they lost a customer for ever.",344f1158-Bogdan.csv,-1.0,,-1.0,,,be careful ,Bogdan,gyms in Copenhagen,1.0,be care,271.0
289,478,"Some instructors should be trained better on how to react in case person gets an injury in class. I had an overall good experience with CrossFit Copenhagen, but one unqualified teacher with unprofessional behavior made me change my mind.
Basics should be obvious - if someone at your class gets heavily injured, you need to take care of them and help, not just ask them leave immediately.",344f1158-Bogdan.csv,-1.0,,-1.0,,,some instru,Bogdan,gyms in Copenhagen,1.0,some in,272.0
290,479,"Outrageous company. Complete absence of professionalism or customer service. ALL of my classes got cancelled last month for some unknown reason, and Crossfit CPH refused to refund me for the membership. This kind of ""Just deal with it - we don't care about you"" attitude from them, is incredibly annoying. I will cancel my membership as soon as I can.",344f1158-Bogdan.csv,-1.0,,-1.0,,,outrageous ,Bogdan,gyms in Copenhagen,1.0,outrage,273.0
291,480,"Same here, I had registered too and cancelled on time but they charged 300 dkk for no reason and there is no number to call them either - how is that possible and makes me wonder which century are we living in? All big talks and show off! zero professionalism.",344f1158-Bogdan.csv,-1.0,,-1.0,,,"same here, ",Bogdan,gyms in Copenhagen,1.0,same he,274.0
292,481,"Great gym, they also have physical therapy (how I know this place) and what ever workout you like. They have a tons of classes from yoga, spinning, crossfit, pilates, TRX, dance and all the machines you would want in a gym. They have big changing rooms and showers and lockers. All the personal I have met so far were super friendly. They have competitive prices.",344f1158-Bogdan.csv,1.0,1.0,1.0,,,"great gym, ",Bogdan,gyms in Copenhagen,5.0,great g,275.0
293,482,"Favorite gym. Machines and the fitness program is very good, there is a classy boutique fitness atmosphere . The members are also better than many other fitness clubs I tried. I have been member of the place for nearly four years and visit minimum five times a week 😉💪",344f1158-Bogdan.csv,1.0,1.0,1.0,,,favorite gy,Bogdan,gyms in Copenhagen,5.0,favorit,276.0
294,483,High quality physiotherapeutic treatment and very well organized. I can only recommend Fysisk Form in Vesterbro. I was treated by Camilla Hofman Hansen and was very happy! Super professional aswell as caring for the person.,344f1158-Bogdan.csv,1.0,,1.0,,,high qualit,Bogdan,gyms in Copenhagen,5.0,high qu,277.0
295,484,"Great,cosy gym catering to all ages and has its own physio clinic with top professional therapists.",344f1158-Bogdan.csv,1.0,1.0,1.0,,,"great,cosy ",Bogdan,gyms in Copenhagen,5.0,"great,c",278.0
296,485,"Relaxed atmosphere, with no heavy weight lifting",344f1158-Bogdan.csv,1.0,,,,,relaxed atm,Bogdan,gyms in Copenhagen,5.0,relaxed,279.0
297,486,"Copenhagen marathon 2022, Maj 15 2022.
The  City of Copenhagen  Denmark will be hosting marathon for the first time after COVID 19 lock.
Many of the locals are excited same time Copenhagen city is  Busy with guest from international community ready to participate and being part of the event.
For  the  participants Runners  the city has prepared several activity and place for your Wellness and training before the event.
For many  it's a moment you train your body  muscles and Skills in running long distance . The spectators remain Closer to give you Support during the race.  As the Day Closes everyone feels fulfilled for being part of an activity In the community.
Just few notes For your preparation
Get your self comfortable wear To use that will support you.
Finding a gym or training areas where you can train your Body wellness  Before the Actual day.
Getting a new Nutrition and balanced  diet food wellness Before the  actual day .
Mental healthcare  wellness preparation.

Recommendation  visit Barry's fitness located in the mid of Copenhagen that offers a gym fast and a clean space to train  and with help of the trainer.
It is clean and well located For tourists looking for a space with no binding or monthly usage it's a best Space.

Cleanliness ✅💯🌳
Green energy powered ✅💯🌳
Great Team smiling and Customer service representative ✅💯
Facilities ✅🌳💯👌
Trainers 💯🌳✅
Accessories 💯👌

Copenhagen City is excited to host the  event.
Your well being is our  Priority during these years marathon 2022 And we Share Support
Copenhagen Denmark
Marathon 2022🌐💎✅👌💯",344f1158-Bogdan.csv,1.0,,,,,copenhagen ,Bogdan,gyms in Copenhagen,5.0,copenha,280.0
298,487,Barry’s bootcamp is quite simply the best workout in the world. Another great atmosphere branch with staff that really looks like they’re enjoying themselves. Highly recommend.,344f1158-Bogdan.csv,1.0,,1.0,,,barry’s boo,Bogdan,gyms in Copenhagen,5.0,barry’s,281.0
299,489,"Visited from my home studio(s) in Houston and Washington, D.C.  It's always a great workout!",344f1158-Bogdan.csv,1.0,,,,,visited fro,Bogdan,gyms in Copenhagen,5.0,visited,283.0
300,598,"Used the gym when I was visiting Malmö.  Everything you need, staff is very friendly. Will be back on my next trip. Thank you",344f1158-Bogdan.csv,1.0,1.0,1.0,,,used the gy,Bogdan,SATS gyms,5.0,used th,392.0
301,599,Nice training centre for body build up friendly environment and good equipment,344f1158-Bogdan.csv,1.0,1.0,,,,nice traini,Bogdan,SATS gyms,5.0,nice tr,393.0
302,600,"Is it ever going to be open? No electricity in the building in three days, how come you can't fix it? So annoying.",344f1158-Bogdan.csv,-1.0,,,,,is it ever ,Bogdan,SATS gyms,1.0,is it e,394.0
303,602,The staff will try to make you feel unwelcome and uncomfortable or they just hate their jobs so much. SATS should train the staff and teach them how to be nice and help people.,344f1158-Bogdan.csv,-1.0,,-1.0,,,the staff w,Bogdan,SATS gyms,1.0,the sta,396.0
304,603,"Good gym, always clean, mostly well maintained, plenty of space and possibilities, group trainings, etc. They also have agreements with various companies for offers on membership.

There are two group training rooms, a large cardio section, big section of machines, cross-fit section, and rather large weight section. Dressing rooms have bathrooms, large mirrors, plugs for dryers and shavers, seating area, showers, and sauna.",344f1158-Bogdan.csv,1.0,1.0,,1.0,,"good gym, a",Bogdan,SATS gyms,5.0,good gy,397.0
305,606,Great gym with all necessary equipment.,344f1158-Bogdan.csv,1.0,1.0,,,,great gym w,Bogdan,SATS gyms,5.0,great g,400.0
306,24,Feels welcome to me.Worth it's a small center.,3f56b040-testing.csv,1.0,,,,,feels welco,Gino,Føler mig velkommen.,5.0,feels w,25.0
307,30,"Unfortunately this morning I have had a rather bad experience of your customer service at Jens Baggesensvej in Aarhus. I work out in the morning and arrive at the center at 7 a.m., where I find out that I have unfortunately forgotten my card. No problem I think, because I know that there are always staff who clean up and fill up goods etc., who must be able to help poor me. A personal trainer is behind the box and accepts my message, and goes down to the staff who are doing the cleaning downstairs. Two minutes later he comes back and tells me that they can't help when they first serve customers from 8 a.m. so I could just wait an hour. I thought that was a terrible experience and I'm going to report out of the center because of it.",3f56b040-testing.csv,,,-1.0,,,unfortunate,Gino,Ingen hjælp at hente,2.0,unfortu,31.0
308,41,"There are good machines, however, which are often moved around. Pretty good dressing conditions and cupboards where hangers are often missing.",3f56b040-testing.csv,,0.0,,0.0,,there are g,Gino,Der er gode maskiner,3.0,there a,45.0
309,44,"Really cool place, friendly staff, good team.",3f56b040-testing.csv,,,1.0,,1.0,really cool,Gino,Rigtig fedt sted,5.0,really ,49.0
310,47,Mobility team and senior team fit well when you don't belong to the young moreThe timing of the teams is also really fine,3f56b040-testing.csv,1.0,,,,,mobility te,Gino,Mobility hold og senior hold,5.0,mobilit,52.0
311,48,"Boxing training is very good, but the number of hours is too little.",3f56b040-testing.csv,0.0,,,,,boxing trai,Gino,Boksetræning er meget god,4.0,boxing ,54.0
312,58,The centre in Vanløse is under pressure. The indoor climate is bad and too hot,3f56b040-testing.csv,-1.0,,,-1.0,,the centre ,Gino,Centeret i Vanløse er presset,3.0,the cen,65.0
313,67,Nice large centre with many machines. Staff are nice. There are good parking options.,3f56b040-testing.csv,1.0,1.0,1.0,,,nice large ,Gino,Dejligt stort center med mange maskiner,5.0,nice la,77.0
314,68,Good director.,3f56b040-testing.csv,,,1.0,,,good direct,Gino,"God instruktør, gode lokaler og god stemning i hele centret.",5.0,good di,78.0
315,74,Good training - but equipment a little worn out.,3f56b040-testing.csv,1.0,-1.0,,,,good traini,Gino,Udstyr bør opdateres.,4.0,good tr,84.0
316,76,Good and clean training rooms and bath conditions,3f56b040-testing.csv,,,,1.0,,good and cl,Gino,Gode og rene træningslokaler og…,4.0,good an,86.0
317,83,"Clean and neat, nice rooms and nice that Puregym has staffing also in outer times",3f56b040-testing.csv,,,1.0,1.0,,clean and n,Gino,Rent og pænt,5.0,clean a,93.0
318,101,"Sats Glostrup for your info: Once again, breaking into a locker in men's dress and car has been stolen.When you're standing on a treadmill you can see that more people just go in without signing in and are pretty sure they don't pay a quota. Especially at night There should always be one at the reception and hope you have surveillance camera.",3f56b040-testing.csv,-1.0,,,,,sats glostr,Gino,Sats Glostrup til jeres info,1.0,sats gl,112.0
319,109,"Zero stars and lack of focus in movement Glostrup Stadivæk defective machines. Showers that are defective, floors are broken.Cleaning is filthy.And again a new center manager, who absolutely no competences have, to maintain such a down worn center.And comment on boxing training, which in no way takes into account the rest of the center, due to lack of door, the music is insanely high.",3f56b040-testing.csv,-1.0,-1.0,-1.0,-1.0,,zero stars ,Gino,Nul stjerner og manglende fokus i sats…,1.0,zero st,120.0
320,122,"In SATS Vallensbæk you will always be greeted with a smile and good service. If you are in doubt about anything, you can just ask either the staff or one of the other users.",3f56b040-testing.csv,,,1.0,,,in sats val,Gino,SATS Vallensbæk er i toppen !,5.0,in sats,134.0
321,124,"In the period when I was at Sats, it wasn't always that sauna or the cold shower worked. The cables also broke often, and it took a long time before it was fixed. It was a period of austerity, and a hard economy, so that's what it is. However, it's still not optimal.What really suits me is that I could no longer train, so I would quit my subscription. Sats offer me 2 months of rest free. I accept that.I find out that I can no longer train, so I say the abonnoment up. It also means that the rest state is terminated, and that I have to pay from today's date of +1 month. Current plus a month is very normal, but that they don't clearly indicate that the rest state they had offered me will be terminated disappointing me much.I am 20 years and have always played sports. After I have finished marathon in the beginning of November, I will not report me into fitness again that the customer. I have been able to earn more.",3f56b040-testing.csv,-1.0,-1.0,,,,in the peri,Gino,Føler mig snydt,1.0,in the ,136.0
322,128,"It's a shame that so fine service delivered yesterday and today to my wife and I - by Liv and Oliver in the *helsinore department, is technically complicated (computer) due to a problematic registration due to it's a campaign offer. You should be told that it takes about 20-25 minutes to sign up before you say ""yes thanks"" to the offer. Too bad that Dankort's machine doesn't funk when you try both with chip and wireless and you have to sign up through the iPad. Skranke service should be faster - but it's just not and it's a shame when you have such skilled and service minded staff. Thanks a lot to Life and Oliver and all the technical stuff can go somewhere. Therefore minus a star. The offer in itself is fine and I look forward very much to an hour with Christian who has been recommended by several from SATS.",3f56b040-testing.csv,-1.0,,1.0,,,it's a sham,Gino,Det er ærgeligt at så fin service…,4.0,it's a ,142.0
